"CustAgeNormalized","OrdQtyNormalized","UnitCostNormalized","UnitPriceNormalized","DiscountNormalized","ShipWeightNormalized","ShipCostNormalized","DelTimeNormalized","MonthOHE.MonthApr","MonthOHE.MonthAug","MonthOHE.MonthDec","MonthOHE.MonthFeb","MonthOHE.MonthJan","MonthOHE.MonthJul","MonthOHE.MonthJun","MonthOHE.MonthMar","MonthOHE.MonthMay","MonthOHE.MonthNov","MonthOHE.MonthOct","MonthOHE.MonthSep","YearOHE.y2013","YearOHE.y2014","YearOHE.y2015","YearOHE.y2016","YearOHE.y2017","YearOHE.y2018","YearOHE.y2019","YearOHE.y2020","YearOHE.y2021","YearOHE.y2022","YearOHE.y2023","CustGenderOHE.CustGenderF","CustGenderOHE.CustGenderM","CountryOHE.CountryAUS","CountryOHE.CountryCanada","CountryOHE.CountryDE","CountryOHE.CountryFR","CountryOHE.CountryUK","CountryOHE.CountryUS","ProdCatOHE.ProdCatAccessories","ProdCatOHE.ProdCatBikes","ProdCatOHE.ProdCatClothing","SizeOHE.SizeL","SizeOHE.SizeM","SizeOHE.SizeS","SizeOHE.SizeXL","ColorOHE.ColorBlack","ColorOHE.ColorBlue","ColorOHE.ColorGreen","ColorOHE.ColorRed","ColorOHE.ColorWhite","WarrantyOHE.Warranty1Y","WarrantyOHE.Warranty2Y","WarrantyOHE.Warranty3Y","WarrantyOHE.WarrantyLifetime","EcoFriendlyOHE.EcoFriendlyFalse","EcoFriendlyOHE.EcoFriendlyTrue","InsuranceOHE.InsuranceBasic","InsuranceOHE.InsuranceNone","InsuranceOHE.InsurancePremium"
0.0108394754811598,-1.097729839262,1.45258238312425,1.40402469863435,-0.303559120271395,1.68009089515666,-0.563792780925085,0.00932508412865453,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
0.377657596670997,-1.097729839262,1.24182861128121,1.24474431928555,-1.34061958278375,0.0363770385386041,-0.741726954481297,0.397870256155926,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
-0.447683176006137,-1.097729839262,1.11831571998676,1.11415517324527,0.963959222799264,0.227784765655699,1.49515979879679,1.17496060021047,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0.102544005778619,0.392449327776495,-0.288579967974904,-0.206689232774919,-0.0731012397130932,1.3546977590576,-0.445048954898797,-0.379220087898617,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.194248536076079,-0.565522993891109,0.102015330859013,0.191522209460497,1.42487498391587,1.18243080465221,-1.67751545500039,1.56350577223774,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-1.54813753957565,0.498890696850674,-0.388660827017637,-0.639487185201595,-0.649245941108847,0.790044964062167,-0.854297554078084,0.00932508412865453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
-0.0808650548162995,1.45686301851828,-0.887548196603119,-0.888488853479183,0.0421277005660576,1.27813466821076,0.82808821344422,0.786415428183198,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
-1.27302394868327,-0.991288470187823,1.75377386082381,1.73440975382109,1.65533286447417,1.36666074200242,-1.47960907828991,0.786415428183198,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
-0.631092236601056,-1.097729839262,1.45258238312425,1.40402469863435,-1.57107746334205,-1.41592909096236,0.936301241443712,0.397870256155926,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
-0.722796766898515,-1.097729839262,1.67679210500702,1.70793569711234,0.963959222799264,-1.4063587046065,-0.193399195155012,0.786415428183198,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0.744475717860835,0.0731252205539604,-0.887548196603119,-0.888488853479183,0.272585581124359,-1.3010844546921,0.162832282923853,-0.767765259925889,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0.561066657265916,-0.778405732039466,0.28501473362588,0.0869458811657381,-0.188330179992244,1.0843343445047,0.52269507066713,0.397870256155926,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.997910357790893,-1.097729839262,0.324870935185285,0.119548573229988,-0.188330179992244,-0.0258304727744521,0.0491722904277421,-1.54485560398043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
0.285953066373538,0.818214804073209,-1.16357996186233,-1.27665336024279,0.0421277005660576,-0.0832527909095805,-0.0612195233703974,0.786415428183198,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.27302394868327,0.498890696850674,-1.16357996186233,-1.27665336024279,-0.534017000829696,1.57720924183122,1.08482180671818,0.786415428183198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
-0.172569585113759,-0.352640255742753,-0.335484666084699,-0.280549847282271,1.42487498391587,1.56763885547537,-0.332841486268451,-0.767765259925889,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
0.0108394754811598,-0.991288470187823,1.30077034885353,1.25238726231516,1.07918816307841,0.584281657411289,-0.0830073813568723,-1.15631043195316,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
-0.264274115411218,0.286007958702317,0.13389071103066,0.229484242871724,-0.303559120271395,-1.13838788664257,-1.11320993315069,1.17496060021047,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0.194248536076079,-0.991288470187823,-0.14214105422855,-0.0641508710689335,-0.649245941108847,1.328379196579,-0.841224839286199,0.786415428183198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0.652771187563375,0.605332065924852,-0.14214105422855,-0.0641508710689335,1.54010392419502,-1.30586964787003,-1.03622616826515,0.00932508412865453,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
-1.63984206987311,0.498890696850674,-0.887548196603119,-0.888488853479183,0.157356640845208,0.469437021141032,0.164647937756059,0.00932508412865453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.561066657265916,-0.246198886668574,-0.335484666084699,-0.260842762734314,-1.2253906425046,1.29727544092247,0.999849160570931,-1.15631043195316,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.47811196024051,-0.884847101113644,-0.14214105422855,-0.0641508710689335,-0.0731012397130932,0.560355691521653,-1.31874206015644,-1.54485560398043,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2.48686179351256,-0.352640255742753,-0.887548196603119,-0.888488853479183,-0.418788060550545,0.933600759399989,0.542667273821399,-1.54485560398043,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
-1.54813753957565,0.392449327776495,-0.887548196603119,-0.888488853479183,0.0421277005660576,0.818756123129731,1.37859475856915,0.786415428183198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
-0.264274115411218,-0.991288470187823,1.67679210500702,1.70793569711234,1.42487498391587,-1.53795151699951,1.59865212423255,0.397870256155926,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
-1.36472847898073,1.13753891129574,-0.14214105422855,-0.0641508710689335,1.54010392419502,0.983845287768226,-0.717397179729733,0.786415428183198,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
-0.997910357790893,-1.097729839262,-1.16357996186233,-1.27665336024279,0.38781452140351,-1.65758134644769,1.40074574752207,0.786415428183198,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
-0.906205827493434,-1.097729839262,-0.388660827017637,-0.639487185201595,-0.534017000829696,0.282814487201864,1.55471327729316,-1.15631043195316,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
-0.539387706303596,1.3504216494441,-0.335484666084699,-0.260842762734314,0.733501342240962,-0.315334660039059,1.39893009268986,1.56350577223774,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
-0.814501297195974,-1.097729839262,1.89599587577507,1.89605574421187,0.157356640845208,-0.375149574763151,-0.816168802601753,1.17496060021047,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
-0.631092236601056,-0.139757517594396,-0.887548196603119,-0.888488853479183,0.272585581124359,-0.0904305806764717,0.438448686452761,-1.54485560398043,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
-0.906205827493434,0.605332065924852,0.0488391699260755,0.127321744029292,1.30964604363672,-1.41114389778443,-0.677815904387637,0.786415428183198,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
-0.997910357790893,-0.884847101113644,1.75377386082381,1.73440975382109,-1.2253906425046,0.012451072648967,1.08518493768462,-0.767765259925889,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0.469362126968457,1.56330438759246,-0.288579967974904,-0.223982487870549,1.42487498391587,0.577103867644398,-1.54860396191375,0.786415428183198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0.194248536076079,-0.991288470187823,-0.887548196603119,-0.888488853479183,0.38781452140351,-0.774713205120088,0.491102676586742,1.56350577223774,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
-0.906205827493434,0.179566589628139,-1.16357996186233,-1.27665336024279,-1.2253906425046,1.01255644683579,-1.06346099074824,0.397870256155926,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
-0.631092236601056,1.3504216494441,-0.335484666084699,-0.280549847282271,-0.649245941108847,-1.33697340352656,-0.79220215881663,-1.15631043195316,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2.21174820262018,-0.991288470187823,-0.887548196603119,-0.888488853479183,-0.188330179992244,0.797222753829058,0.131966150776347,-0.767765259925889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
-0.0808650548162995,0.0731252205539604,-0.388660827017637,-0.639487185201595,-0.303559120271395,-0.145460302222637,-0.225717851168283,-1.54485560398043,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
-0.539387706303596,0.498890696850674,-0.14214105422855,-0.0641508710689335,0.848730282520113,-0.140675109044709,0.310626586265441,-0.767765259925889,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
0.194248536076079,-0.884847101113644,-0.887548196603119,-0.888488853479183,-0.764474881387998,0.560355691521653,-0.101527060645376,-1.54485560398043,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
-0.814501297195974,0.392449327776495,-0.887548196603119,-0.888488853479183,1.30964604363672,1.13457887287294,0.232916559447014,-0.767765259925889,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-1.36472847898073,1.03109754222157,-0.14214105422855,-0.0641508710689335,0.848730282520113,-0.0976083704433628,-1.2849708802774,0.397870256155926,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
-1.73154660017057,0.498890696850674,0.324870935185285,0.119548573229988,-0.994932761946299,-0.492386807622372,1.12948691559046,1.17496060021047,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
0.744475717860835,-0.991288470187823,1.68122043914089,1.71252540530928,-1.4558485230629,-0.279445711204603,0.93848002724236,0.397870256155926,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.355978645708678,-1.097729839262,-0.288579967974904,-0.223982487870549,1.07918816307841,0.043554828305495,-1.03804182309736,0.397870256155926,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-0.172569585113759,0.0731252205539604,-0.887548196603119,-0.888488853479183,0.272585581124359,-1.26041031267972,-1.56276606960496,-1.15631043195316,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
-0.447683176006137,-0.565522993891109,-1.16357996186233,-1.27665336024279,-1.57107746334205,0.237355152011554,1.70359697353407,0.786415428183198,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
-1.54813753957565,1.03109754222157,-1.16357996186233,-1.27665336024279,-0.534017000829696,-1.6767221191594,-1.49667623371265,1.56350577223774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
-1.36472847898073,-1.097729839262,1.7631017223604,1.73440975382109,-1.57107746334205,-1.56187748288914,1.08046423512089,-0.767765259925889,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
1.11129383905067,-0.0333161485202179,-1.16357996186233,-1.27665336024279,0.963959222799264,0.699126293681547,1.22099591913365,0.786415428183198,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
-0.447683176006137,1.13753891129574,-0.14214105422855,-0.0641508710689335,0.0421277005660576,-0.891950437979309,-0.682899737917815,0.397870256155926,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0.377657596670997,0.818214804073209,-0.887548196603119,-0.888488853479183,1.07918816307841,-0.870417068678635,0.148670175232644,-1.15631043195316,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
-1.45643300927819,-0.246198886668574,0.13389071103066,0.229484242871724,-0.534017000829696,-1.21016578431148,1.06702838936256,1.17496060021047,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0.0108394754811598,1.66974575666663,-0.388660827017637,-0.639487185201595,-1.6863064036212,0.818756123129731,-0.429434323341823,0.00932508412865453,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-1.63984206987311,-0.459081624816931,-0.887548196603119,-0.888488853479183,-0.534017000829696,1.29727544092247,-1.20326641282812,-1.15631043195316,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.264274115411218,-0.139757517594396,-0.335484666084699,-0.280549847282271,-0.188330179992244,-0.851276295966926,1.62007685125258,0.00932508412865453,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
